# accession	TC1	TC2	genesymbol	length	familytype	product_name	product_name_orig
TIGR01084	286.5	286.5	mutY	277	equivalog	A/G-specific adenine glycosylase	A/G-specific adenine glycosylase
TIGR01085	257.3	257.3	murE	472	subfamily	UDP-N-acetylmuramyl-tripeptide synthetase	UDP-N-acetylmuramyl-tripeptide synthetase
TIGR01086	400.25	400.25	fucA	214	equivalog	L-fuculose-phosphate aldolase	L-fuculose phosphate aldolase
TIGR01087	211.95	211.95	murD	441	equivalog	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	UDP-N-acetylmuramoylalanine--D-glutamate ligase
TIGR01088	169.85	169.85	aroQ	141	equivalog	type II 3-dehydroquinate dehydratase	3-dehydroquinate dehydratase, type II
TIGR01089	850	850	fucI	587	equivalog	L-fucose isomerase	L-fucose isomerase
TIGR01090	185.85	185.85	apt	169	equivalog	adenine phosphoribosyltransferase	adenine phosphoribosyltransferase
TIGR01091	208.35	208.35	upp	207	equivalog	uracil phosphoribosyltransferase	uracil phosphoribosyltransferase
TIGR01092	796.75	796.75	NULL	715	equivalog	delta l-pyrroline-5-carboxylate synthetase	delta l-pyrroline-5-carboxylate synthetase
TIGR01093	139.3	139.3	aroD	229	equivalog_domain	type I 3-dehydroquinate dehydratase	3-dehydroquinate dehydratase, type I
TIGR01097	216.7	216.7	phnE	252	equivalog	phosphonate ABC transporter, permease protein PhnE	phosphonate ABC transporter, permease protein PhnE
TIGR01098	112.05	112.05	phnD	253	subfamily	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
TIGR01099	326.8	326.8	galU	261	equivalog	UTP--glucose-1-phosphate uridylyltransferase	UTP--glucose-1-phosphate uridylyltransferase
TIGR01100	61.45	61.45	NULL	108	equivalog	V-type ATPase subunit C	V-type ATPase, C subunit
TIGR01101	90.25	90.25	NULL	121	equivalog	V-type ATPase subunit F	V-type ATPase, F subunit
TIGR01102	208.6	208.6	NULL	202	equivalog	EscR/YscR/HrcR family type III secretion system export apparatus protein	type III secretion apparatus protein, YscR/HrcR family
TIGR01103	217.45	217.45	fliP	197	equivalog	flagellar biosynthetic protein FliP	flagellar biosynthetic protein FliP
TIGR01104	651.9	651.9	NULL	697	equivalog	V-type H(+)-translocating pyrophosphatase	V-type H(+)-translocating pyrophosphatase
TIGR01105	659.2	659.2	galF	297	equivalog	GalU regulator GalF	regulatory protein GalF
TIGR01106	946.1	946.1	NULL	997	subfamily	Na,H/K antiporter P-type ATPase subunit alpha	Na,H/K antiporter P-type ATPase, alpha subunit
TIGR01107	189.35	189.35	NULL	290	equivalog	sodium/potassium-exchanging ATPase subunit beta	Na+/K+ ATPase, beta subunit
TIGR01108	756.5	756.5	oadA	582	equivalog	oxaloacetate decarboxylase subunit alpha	oxaloacetate decarboxylase alpha subunit
TIGR01109	190.6	190.6	NULL	354	subfamily	sodium ion-translocating decarboxylase subunit beta	sodium ion-translocating decarboxylase, beta subunit
TIGR01110	789.15	789.15	mdcA	543	equivalog	malonate decarboxylase subunit alpha	malonate decarboxylase, alpha subunit
TIGR01111	249.15	249.15	mtrA	238	equivalog	tetrahydromethanopterin S-methyltransferase subunit A	tetrahydromethanopterin S-methyltransferase, subunit A
TIGR01112	126.85	126.85	mtrD	223	equivalog	tetrahydromethanopterin S-methyltransferase subunit D	tetrahydromethanopterin S-methyltransferase, subunit D
TIGR01113	238.35	238.35	mtrE	283	equivalog	tetrahydromethanopterin S-methyltransferase subunit E	tetrahydromethanopterin S-methyltransferase, subunit E
TIGR01114	271.4	271.4	mtrH	314	equivalog	tetrahydromethanopterin S-methyltransferase subunit H	N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit H
TIGR01115	364.25	364.25	pufM	305	equivalog	photosynthetic reaction center subunit M	photosynthetic reaction center M subunit
TIGR01116	703.4	703.4	NULL	799	equivalog	calcium-translocating P-type ATPase, SERCA-type	calcium-translocating P-type ATPase, SERCA-type
TIGR01117	998.8	998.8	mmdA	512	subfamily	methylmalonyl-CoA decarboxylase subunit alpha	methylmalonyl-CoA decarboxylase alpha subunit
TIGR01118	181.1	181.1	lacA	141	equivalog	galactose-6-phosphate isomerase subunit LacA	galactose-6-phosphate isomerase, LacA subunit
TIGR01119	312.55	312.55	lacB	171	equivalog	galactose-6-phosphate isomerase subunit LacB	galactose-6-phosphate isomerase, LacB subunit
TIGR01120	138.65	138.65	rpiB	143	equivalog	ribose 5-phosphate isomerase B	ribose 5-phosphate isomerase B
TIGR01121	277.45	277.45	dat	276	equivalog	D-amino-acid transaminase	D-amino-acid transaminase
TIGR01122	245.55	245.55	ilvE	298	equivalog	branched-chain-amino-acid transaminase	branched-chain amino acid aminotransferase
TIGR01123	250.05	250.05	ilvE	313	equivalog	branched-chain-amino-acid transaminase	branched-chain amino acid aminotransferase
TIGR01124	411.3	411.3	ilvA	499	equivalog	threonine ammonia-lyase, biosynthetic	threonine ammonia-lyase, biosynthetic
TIGR01125	356.95	356.95	rimO	432	equivalog	30S ribosomal protein S12 methylthiotransferase RimO	ribosomal protein S12 methylthiotransferase RimO
TIGR01127	378.75	378.75	ilvA	380	equivalog	threonine ammonia-lyase	threonine ammonia-lyase
TIGR01128	94.95	94.95	holA	314	equivalog	DNA polymerase III subunit delta	DNA polymerase III, delta subunit
TIGR01129	244.4	244.4	secD	397	equivalog_domain	protein translocase subunit SecD	protein-export membrane protein SecD
TIGR01130	344.25	344.25	NULL	476	subfamily	protein disulfide-isomerase	protein disulfide isomerase
TIGR01131	102.6	102.6	atpB	227	equivalog	ATP synthase F0 subunit A	ATP synthase F0, A subunit
TIGR01132	778.05	778.05	pgm	546	equivalog	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	phosphoglucomutase, alpha-D-glucose phosphate-specific
TIGR01133	250.25	250.25	murG	353	equivalog	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01134	350	350	purF	432	equivalog	amidophosphoribosyltransferase	amidophosphoribosyltransferase
TIGR01135	418.05	418.05	glmS	607	equivalog	glutamine--fructose-6-phosphate transaminase (isomerizing)	glutamine-fructose-6-phosphate transaminase (isomerizing)
TIGR01136	344.15	344.15	NULL	299	subfamily	cysteine synthase	cysteine synthase
TIGR01137	510.25	510.25	NULL	457	equivalog	cystathionine beta-synthase	cystathionine beta-synthase
TIGR01138	394.2	394.2	cysM	290	equivalog	cysteine synthase B	cysteine synthase B
TIGR01139	350.95	350.95	cysK	298	equivalog	cysteine synthase A	cysteine synthase A
TIGR01140	290.55	290.55	NULL	331	equivalog	threonine-phosphate decarboxylase	threonine-phosphate decarboxylase
TIGR01141	276.55	276.55	hisC	349	equivalog	histidinol-phosphate transaminase	histidinol-phosphate transaminase
TIGR01142	502.15	502.15	purT	380	equivalog	phosphoribosylglycinamide formyltransferase 2	phosphoribosylglycinamide formyltransferase 2
TIGR01143	288.6	288.6	murF	418	subfamily	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
TIGR01144	65.5	65.5	atpF	147	equivalog	ATP synthase F0 subunit B	ATP synthase F0, B subunit
TIGR01145	57.5	57.5	atpH	172	equivalog	ATP synthase F1 subunit delta	ATP synthase F1, delta subunit
TIGR01146	194.45	194.45	atpG	286	equivalog	ATP synthase F1 subunit gamma	ATP synthase F1, gamma subunit
TIGR01147	56.95	56.95	NULL	113	equivalog	V-type ATPase subunit G	V-type ATPase, G subunit
TIGR01148	103.65	103.65	mtrC	264	equivalog	tetrahydromethanopterin S-methyltransferase subunit C	tetrahydromethanopterin S-methyltransferase, subunit C
TIGR01149	50.65	50.65	mtrG	70	equivalog	tetrahydromethanopterin S-methyltransferase subunit G	tetrahydromethanopterin S-methyltransferase, subunit G
TIGR01150	240.4	240.4	puhA	252	equivalog	photosynthetic reaction center subunit H	photosynthetic reaction center H subunit
TIGR01151	596.05	596.05	psbA	360	equivalog	photosystem II q(b) protein	photosystem II q(b) protein
TIGR01152	600.6	600.6	psbD	352	equivalog	photosystem II D2 protein (photosystem q(a) protein)	photosystem II D2 protein (photosystem q(a) protein)
TIGR01153	603.05	603.05	psbC	432	equivalog	photosystem II 44 kDa subunit reaction center protein	photosystem II 44 kDa subunit reaction center protein
TIGR01156	127.05	127.05	NULL	160	equivalog	cytochrome b6-f complex subunit IV	cytb6/f complex subunit IV
TIGR01157	266.2	266.2	pufL	239	equivalog	photosynthetic reaction center subunit L	photosynthetic reaction center L subunit
TIGR01158	111.65	111.65	yciH	102	equivalog	stress response translation initiation inhibitor YciH	putative translation initiation factor SUI1
TIGR01160	143.9	143.9	NULL	110	equivalog	translation initiation factor SUI1	translation initiation factor SUI1
TIGR01161	318.4	318.4	purK	362	equivalog_domain	5-(carboxyamino)imidazole ribonucleotide synthase	phosphoribosylaminoimidazole carboxylase, ATPase subunit
TIGR01162	149.6	149.6	purE	156	equivalog_domain	5-(carboxyamino)imidazole ribonucleotide mutase	phosphoribosylaminoimidazole carboxylase, catalytic subunit
TIGR01163	212.6	212.6	rpe	211	equivalog	ribulose-phosphate 3-epimerase	ribulose-phosphate 3-epimerase
TIGR01164	76.85	76.85	rplP	126	equivalog	50S ribosomal protein L16	ribosomal protein uL16
TIGR01165	104.85	104.85	cbiN	91	subfamily	cobalt ECF transporter S component CbiN	cobalt transport protein
TIGR01167	15.9	15.9	NULL	34	domain	LPXTG cell wall anchor domain-containing protein	LPXTG cell wall anchor domain
TIGR01168	20.2	20.2	NULL	40	domain	YSIRK-type signal peptide-containing protein	gram-positive signal peptide, YSIRK family
TIGR01169	216.3	216.3	rplA	227	equivalog	50S ribosomal protein L1	ribosomal protein uL1
TIGR01171	174.5	174.5	rplB	275	equivalog	50S ribosomal protein L2	ribosomal protein uL2
TIGR01172	210.65	210.65	cysE	162	equivalog	serine O-acetyltransferase	serine O-acetyltransferase
TIGR01173	366.85	366.85	glmU	452	equivalog	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR01174	175.85	175.85	ftsA	371	equivalog	cell division protein FtsA	cell division protein FtsA
TIGR01175	133	133	pilM	348	subfamily	type IV pilus assembly protein PilM	type IV pilus assembly protein PilM
TIGR01176	932.7	932.7	frdA	580	equivalog	fumarate reductase (quinol) flavoprotein subunit	fumarate reductase (quinol), flavoprotein subunit
TIGR01177	316.55	316.55	NULL	330	hypoth_equivalog	TIGR01177 family methyltransferase	putative methyltransferase, TIGR01177 family
TIGR01178	472.5	472.5	ade	552	equivalog	adenine deaminase	adenine deaminase
TIGR01179	262.3	262.3	galE	332	equivalog	UDP-glucose 4-epimerase GalE	UDP-glucose 4-epimerase GalE
TIGR01181	365.1	365.1	rfbB	321	equivalog	dTDP-glucose 4,6-dehydratase	dTDP-glucose 4,6-dehydratase
TIGR01182	156.05	156.05	eda	204	subfamily	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
TIGR01183	209.05	209.05	ntrB	202	equivalog	nitrate ABC transporter, permease protein	nitrate ABC transporter, permease protein
TIGR01187	355.6	355.6	potA	325	subfamily	polyamine ABC transporter ATP-binding protein	polyamine ABC transporter, ATP-binding protein
TIGR01189	131.6	131.6	ccmA	198	equivalog	heme ABC exporter ATP-binding protein CcmA	heme ABC exporter, ATP-binding protein CcmA
TIGR01190	156.2	156.2	ccmB	211	equivalog	heme exporter protein CcmB	heme exporter protein CcmB
TIGR01192	585.4	585.4	NULL	585	subfamily	glucan export ABC transporter ATP-binding protein	glucan exporter ATP-binding protein
TIGR01193	523.85	523.85	NULL	708	subfamily	peptide cleavage/export ABC transporter	ABC-type bacteriocin transporter
TIGR01194	286.2	286.2	NULL	554	subfamily	cyclic peptide export ABC transporter	cyclic peptide transporter
TIGR01196	708.25	708.25	edd	601	equivalog	phosphogluconate dehydratase	phosphogluconate dehydratase
TIGR01198	124.45	124.45	pgl	234	equivalog_domain	6-phosphogluconolactonase	6-phosphogluconolactonase
TIGR01200	50	50	NULL	229	subfamily	GLPGLI family protein	GLPGLI family protein
TIGR01202	291.25	291.25	bchC	308	equivalog	chlorophyll synthesis pathway protein BchC	chlorophyll synthesis pathway protein BchC
TIGR01203	150	150	hpt	167	equivalog	hypoxanthine phosphoribosyltransferase	hypoxanthine phosphoribosyltransferase
TIGR01204	193.55	193.55	bioW	232	equivalog	6-carboxyhexanoate--CoA ligase	6-carboxyhexanoate--CoA ligase
TIGR01205	245.65	245.65	NULL	318	subfamily	D-alanine--D-alanine ligase	D-alanine--D-alanine ligase
TIGR01206	53.2	53.2	lysW	54	equivalog	lysine biosynthesis protein LysW	lysine biosynthesis protein LysW
TIGR01207	360.65	360.65	rfbA	286	equivalog	glucose-1-phosphate thymidylyltransferase	glucose-1-phosphate thymidylyltransferase
TIGR01208	320.25	320.25	NULL	353	equivalog	glucose-1-phosphate thymidylyltransferase	glucose-1-phosphate thymidylyltransferase
TIGR01209	136.9	136.9	NULL	375	hypoth_equivalog	RNA ligase	RNA ligase, Pab1020 family
TIGR01210	212.15	212.15	NULL	313	equivalog	TIGR01210 family radical SAM protein	radical SAM enzyme, TIGR01210 family
TIGR01211	350	350	NULL	522	subfamily	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3	radical SAM enzyme/protein acetyltransferase, ELP3 family
TIGR01212	180	180	NULL	302	equivalog	TIGR01212 family radical SAM protein	radical SAM protein, TIGR01212 family
TIGR01213	239.55	239.55	NULL	387	equivalog	tRNA pseudouridine(54/55) synthase Pus10	tRNA pseudouridine(54/55) synthase
TIGR01214	224.05	224.05	rfbD	285	equivalog	dTDP-4-dehydrorhamnose reductase	dTDP-4-dehydrorhamnose reductase
TIGR01215	49.3	49.3	minE	81	equivalog	cell division topological specificity factor MinE	cell division topological specificity factor MinE
TIGR01216	67.25	67.25	atpC	130	equivalog	ATP synthase F1 subunit epsilon	ATP synthase F1, epsilon subunit
TIGR01217	520.9	520.9	NULL	652	equivalog	acetoacetate--CoA ligase	acetoacetate-CoA ligase
TIGR01219	376.95	376.95	NULL	456	equivalog	phosphomevalonate kinase	phosphomevalonate kinase
TIGR01220	165.7	165.7	NULL	358	equivalog	phosphomevalonate kinase	phosphomevalonate kinase
TIGR01221	155.75	155.75	rfbC	176	equivalog	dTDP-4-dehydrorhamnose 3,5-epimerase	dTDP-4-dehydrorhamnose 3,5-epimerase
TIGR01222	95.25	95.25	minC	226	equivalog	septum site-determining protein MinC	septum site-determining protein MinC
TIGR01223	188.15	188.15	NULL	185	equivalog	phosphomevalonate kinase	phosphomevalonate kinase
TIGR01224	298.15	298.15	hutI	377	equivalog	imidazolonepropionase	imidazolonepropionase
TIGR01225	539.15	539.15	hutH	506	equivalog	histidine ammonia-lyase	histidine ammonia-lyase
TIGR01226	519.15	519.15	NULL	680	equivalog	phenylalanine ammonia-lyase	phenylalanine ammonia-lyase
TIGR01227	229.15	229.15	hutG	307	equivalog	formimidoylglutamase	formimidoylglutamase
TIGR01228	422.2	422.2	hutU	545	equivalog	urocanate hydratase	urocanate hydratase
TIGR01229	227.6	227.6	rocF	300	equivalog	arginase	arginase
TIGR01230	174.3	174.3	speB	275	equivalog	agmatinase	agmatinase
TIGR01231	409.55	409.55	lacC	310	equivalog	tagatose-6-phosphate kinase	tagatose-6-phosphate kinase
TIGR01232	432.2	432.2	lacD	325	equivalog	tagatose-bisphosphate aldolase	tagatose 1,6-diphosphate aldolase
TIGR01233	561.2	561.2	lacG	472	equivalog	6-phospho-beta-galactosidase	6-phospho-beta-galactosidase
TIGR01234	583.25	583.25	araB	536	equivalog	ribulokinase	ribulokinase
TIGR01235	1114.45	1114.45	pyc	1143	equivalog	pyruvate carboxylase	pyruvate carboxylase
TIGR01236	613.6	613.6	pruA	533	equivalog	L-glutamate gamma-semialdehyde dehydrogenase	1-pyrroline-5-carboxylate dehydrogenase
TIGR01237	659.65	659.65	pruA	511	equivalog	L-glutamate gamma-semialdehyde dehydrogenase	putative delta-1-pyrroline-5-carboxylate dehydrogenase
TIGR01238	485.2	485.2	NULL	500	equivalog_domain	L-glutamate gamma-semialdehyde dehydrogenase	delta-1-pyrroline-5-carboxylate dehydrogenase
TIGR01239	650.15	650.15	galT	489	equivalog	UDP-glucose--hexose-1-phosphate uridylyltransferase	galactose-1-phosphate uridylyltransferase
TIGR01240	171.35	171.35	mvaD	305	equivalog	diphosphomevalonate decarboxylase	diphosphomevalonate decarboxylase
TIGR01241	468.2	468.2	hflB	496	subfamily	ATP-dependent zinc metalloprotease FtsH	ATP-dependent metallopeptidase HflB
TIGR01244	85.85	85.85	NULL	135	hypoth_equivalog	TIGR01244 family phosphatase	TIGR01244 family protein
TIGR01245	199.05	199.05	trpD	330	equivalog_domain	anthranilate phosphoribosyltransferase	anthranilate phosphoribosyltransferase
TIGR01246	361.8	361.8	dapE	370	equivalog	succinyl-diaminopimelate desuccinylase	succinyl-diaminopimelate desuccinylase
TIGR01249	259.75	259.75	pip	307	equivalog	prolyl aminopeptidase	prolyl aminopeptidase
TIGR01251	113	113	prs	309	subfamily	ribose-phosphate diphosphokinase	ribose-phosphate diphosphokinase
TIGR01252	180.65	180.65	budA	232	equivalog	acetolactate decarboxylase	alpha-acetolactate decarboxylase
TIGR01253	395.1	395.1	thiP	519	equivalog	thiamine/thiamine pyrophosphate ABC transporter, permease protein	thiamine/thiamine pyrophosphate ABC transporter, permease protein
TIGR01254	93.4	93.4	NULL	306	subfamily	thiamine ABC transporter substrate-binding protein	ABC transporter periplasmic binding protein, thiB subfamily
TIGR01255	994.2	994.2	pflB	744	equivalog	formate C-acetyltransferase	formate acetyltransferase
TIGR01256	62.5	62.5	modA	217	equivalog	molybdate ABC transporter substrate-binding protein	molybdate ABC transporter, periplasmic molybdate-binding protein
TIGR01257	4012.85	4012.85	NULL	2272	equivalog	rim ABC transporter	rim ABC transporter
TIGR01258	81.7	81.7	NULL	245	subfamily	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	phosphoglycerate mutase 1 family
TIGR01260	43.95	43.95	atpE	58	equivalog	ATP synthase F0 subunit C	ATP synthase F0, C subunit
TIGR01261	140	140	hisB	161	equivalog_domain	histidinol-phosphatase	histidinol-phosphatase
TIGR01262	171.05	171.05	maiA	211	equivalog	maleylacetoacetate isomerase	maleylacetoacetate isomerase
TIGR01263	277	277	hppD	353	equivalog	4-hydroxyphenylpyruvate dioxygenase	4-hydroxyphenylpyruvate dioxygenase
TIGR01264	474.25	474.25	NULL	403	equivalog	tyrosine transaminase	tyrosine aminotransferase
TIGR01266	375.3	375.3	fahA	420	equivalog	fumarylacetoacetase	fumarylacetoacetase
TIGR01267	264.75	264.75	phhA	248	equivalog	phenylalanine 4-monooxygenase	phenylalanine-4-hydroxylase
TIGR01268	704.8	704.8	NULL	436	equivalog	phenylalanine 4-monooxygenase	phenylalanine-4-hydroxylase
TIGR01269	654.65	654.65	NULL	457	equivalog	tyrosine 3-monooxygenase	tyrosine 3-monooxygenase
